helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256
js_crypto_random_bytes_async,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:545,crates/perry-codegen/src/expr/calls/crypto_misc.rs:92,1,1,,,
js_crypto_random_bytes_buffer,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:544,crates/perry-codegen/src/expr/calls/crypto_misc.rs:168;crates/perry-codegen/src/expr/misc_methods.rs:299,1,2,,,
js_crypto_random_bytes_hex,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:273,,1,0,,,
js_crypto_random_fill_async,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:639,crates/perry-codegen/src/expr/calls/crypto_misc.rs:119,1,1,,,
js_crypto_random_fill_sync,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:634,crates/perry-codegen/src/expr/misc_methods.rs:575,1,1,,,
js_crypto_random_int,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:550,crates/perry-codegen/src/expr/calls/crypto_misc.rs:233,1,1,,,
js_crypto_random_int_async,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:551,crates/perry-codegen/src/expr/calls/crypto_misc.rs:223,1,1,,,
js_crypto_random_nonce,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:274,,1,0,,,
js_crypto_random_uuid,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:546,crates/perry-codegen/src/expr/calls/crypto_misc.rs:184;crates/perry-codegen/src/expr/misc_methods.rs:285,1,2,,,
js_crypto_random_uuidv7,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:547,crates/perry-codegen/src/expr/calls/crypto_misc.rs:195;crates/perry-codegen/src/expr/misc_methods.rs:290,1,2,,,
js_crypto_scrypt,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:275,,1,0,,,
js_crypto_scrypt_async,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:507,crates/perry-codegen/src/expr/calls/crypto_kdf.rs:142,1,1,,,
js_crypto_scrypt_bytes,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:279;crates/perry-codegen/src/runtime_decls/strings_part2.rs:506,crates/perry-codegen/src/expr/calls/crypto_kdf.rs:258,2,1,,,
js_crypto_scrypt_custom,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:282,,1,0,,,
js_crypto_secure_heap_used,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:543,crates/perry-codegen/src/expr/calls/crypto_misc.rs:394,1,1,,,
js_crypto_sha256,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:453,crates/perry-codegen/src/expr/calls/crypto_hash.rs:126;crates/perry-codegen/src/expr/misc_methods.rs:306,1,2,,,
js_crypto_sha256_bytes,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:454,crates/perry-codegen/src/expr/calls/crypto_hash.rs:123,1,1,,,
js_crypto_sign_async,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:513,crates/perry-codegen/src/expr/calls/crypto_misc.rs:419,1,1,,,
js_crypto_sign_rsa_sha256,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:512,crates/perry-codegen/src/expr/calls/crypto_misc.rs:430,1,1,,,
js_crypto_timing_safe_equal,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:558,crates/perry-codegen/src/expr/calls/crypto_misc.rs:252,1,1,,,
js_crypto_verify_async,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:519,crates/perry-codegen/src/expr/calls/crypto_misc.rs:461,1,1,,,
js_crypto_verify_rsa_sha256,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:514,crates/perry-codegen/src/expr/calls/crypto_misc.rs:473,1,1,,,
js_crypto_x25519_keypair,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:287,,1,0,,,
js_crypto_x25519_shared_secret,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/data_stores.rs:288,,1,0,,,
js_crypto_x509_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/strings_part2.rs:650,crates/perry-codegen/src/lower_call/builtin.rs:1016,1,1,,,
js_ctor_return_override,reviewed,AllocNoReentry,may allocate,may,may,unwinds,"Derived constructor returning non-object/non-undefined invokes throw_type_error, which constructs string+TypeError then throws. Existing AllocNoReentry is conditional, not never-allocation proof; its calls-nothing comment is stale.",object/class_registry/construct/class_return.rs:114-131; collection_iter.rs:146-150,crates/perry-runtime/src/object/class_registry/construct/class_return.rs:114,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:400,crates/perry-codegen/src/codegen/method.rs:1073;crates/perry-codegen/src/codegen/method.rs:1190;crates/perry-codegen/src/lower_call/new_helpers.rs:807,1,3,,,
js_custom_event_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/event_target.rs:421,crates/perry-codegen/src/runtime_decls/strings_part2.rs:1315,crates/perry-codegen/src/lower_call/builtin.rs:540,1,1,,,
js_data_view_get_direct,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/buffer/dataview.rs:405,crates/perry-codegen/src/runtime_decls/strings.rs:890,crates/perry-codegen/src/lower_call/dataview_intrinsic.rs:101,1,1,,,
js_data_view_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/buffer/from.rs:894,crates/perry-codegen/src/runtime_decls/strings.rs:886,crates/perry-codegen/src/lower_call/builtin.rs:368,1,1,,,
js_data_view_set_direct,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/buffer/dataview.rs:428,crates/perry-codegen/src/runtime_decls/strings.rs:895,crates/perry-codegen/src/lower_call/dataview_intrinsic.rs:87,1,1,,,
js_date_apply_setter,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:941,crates/perry-codegen/src/runtime_decls/strings_part2.rs:32,crates/perry-codegen/src/expr/os_uri_dates.rs:60,1,1,,,
js_date_coerce_number,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:185,crates/perry-codegen/src/runtime_decls/strings.rs:1200,,1,0,,,
js_date_get_date,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:668,crates/perry-codegen/src/runtime_decls/strings.rs:1182,crates/perry-codegen/src/expr/string_regex_proc.rs:213,1,1,,,
js_date_get_day,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:731,crates/perry-codegen/src/runtime_decls/strings.rs:1183,crates/perry-codegen/src/expr/string_regex_proc.rs:217,1,1,,,
js_date_get_full_year,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:642,crates/perry-codegen/src/runtime_decls/strings.rs:1180,crates/perry-codegen/src/expr/misc_methods.rs:693,1,1,,,
js_date_get_hours,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:681,crates/perry-codegen/src/runtime_decls/strings.rs:1184,crates/perry-codegen/src/expr/string_regex_proc.rs:241,1,1,,,
js_date_get_milliseconds,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:720,crates/perry-codegen/src/runtime_decls/strings.rs:1187,crates/perry-codegen/src/expr/string_regex_proc.rs:259,1,1,,,
js_date_get_minutes,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:694,crates/perry-codegen/src/runtime_decls/strings.rs:1185,crates/perry-codegen/src/expr/string_regex_proc.rs:247,1,1,,,
js_date_get_month,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:655,crates/perry-codegen/src/runtime_decls/strings.rs:1181,crates/perry-codegen/src/expr/misc_methods.rs:699,1,1,,,
js_date_get_seconds,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:707,crates/perry-codegen/src/runtime_decls/strings.rs:1186,crates/perry-codegen/src/expr/string_regex_proc.rs:253,1,1,,,
js_date_get_time,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:589,crates/perry-codegen/src/runtime_decls/strings.rs:1179,crates/perry-codegen/src/expr/misc_methods.rs:174,1,1,,,
js_date_get_timezone_offset,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1267,crates/perry-codegen/src/runtime_decls/strings.rs:1197,crates/perry-codegen/src/expr/misc_methods.rs:180,1,1,,,
js_date_get_utc_date,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1169,crates/perry-codegen/src/runtime_decls/strings.rs:1191,crates/perry-codegen/src/expr/string_regex_proc.rs:223,1,1,,,
js_date_get_utc_day,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1136,crates/perry-codegen/src/runtime_decls/strings.rs:1188,crates/perry-codegen/src/expr/misc_methods.rs:705,1,1,,,
js_date_get_utc_full_year,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1147,crates/perry-codegen/src/runtime_decls/strings.rs:1189,crates/perry-codegen/src/expr/string_regex_proc.rs:229,1,1,,,
js_date_get_utc_hours,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1180,crates/perry-codegen/src/runtime_decls/strings.rs:1192,crates/perry-codegen/src/expr/string_regex_proc.rs:265,1,1,,,
js_date_get_utc_milliseconds,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1216,crates/perry-codegen/src/runtime_decls/strings.rs:1195,crates/perry-codegen/src/expr/string_regex_proc.rs:283,1,1,,,
js_date_get_utc_minutes,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1192,crates/perry-codegen/src/runtime_decls/strings.rs:1193,crates/perry-codegen/src/expr/string_regex_proc.rs:271,1,1,,,
js_date_get_utc_month,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1158,crates/perry-codegen/src/runtime_decls/strings.rs:1190,crates/perry-codegen/src/expr/string_regex_proc.rs:235,1,1,,,
js_date_get_utc_seconds,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1204,crates/perry-codegen/src/runtime_decls/strings.rs:1194,crates/perry-codegen/src/expr/string_regex_proc.rs:277,1,1,,,
js_date_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:413,crates/perry-codegen/src/runtime_decls/strings_part2.rs:14,crates/perry-codegen/src/expr/arrays_finds.rs:457,1,1,,,
js_date_new_from_timestamp,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:420,crates/perry-codegen/src/runtime_decls/strings.rs:1211,,1,0,,,
js_date_new_from_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:428,crates/perry-codegen/src/runtime_decls/strings.rs:1212,crates/perry-codegen/src/expr/arrays_finds.rs:462,1,1,,,
js_date_new_local_components,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1075,crates/perry-codegen/src/runtime_decls/strings_part2.rs:23,crates/perry-codegen/src/expr/arrays_finds.rs:489,1,1,,,
js_date_now,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:394,crates/perry-codegen/src/runtime_decls/mod.rs:202,crates/perry-codegen/src/expr/literals_vars.rs:1203,1,1,,,
js_date_parse,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:769,crates/perry-codegen/src/runtime_decls/strings_part2.rs:19,crates/perry-codegen/src/expr/env_clones.rs:195,1,1,,,
js_date_to_date_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1512,crates/perry-codegen/src/runtime_decls/strings.rs:1749,crates/perry-codegen/src/expr/os_uri_dates.rs:192,1,1,,,
js_date_to_iso_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:596,crates/perry-codegen/src/runtime_decls/strings.rs:1209,,1,0,,,
js_date_to_iso_string_or_throw,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:632,crates/perry-codegen/src/runtime_decls/strings.rs:1210,crates/perry-codegen/src/expr/env_clones.rs:35,1,1,,,
js_date_to_json,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1686,crates/perry-codegen/src/runtime_decls/strings.rs:1754,crates/perry-codegen/src/expr/os_uri_dates.rs:222,1,1,,,
js_date_to_locale_date_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1554,crates/perry-codegen/src/runtime_decls/strings.rs:1752,crates/perry-codegen/src/expr/os_uri_dates.rs:210,1,1,,,
js_date_to_locale_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1660,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:12,,1,0,,,
js_date_to_locale_time_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1568,crates/perry-codegen/src/runtime_decls/strings.rs:1753,crates/perry-codegen/src/expr/os_uri_dates.rs:216,1,1,,,
js_date_to_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1455,crates/perry-codegen/src/runtime_decls/strings.rs:1208,crates/perry-codegen/src/expr/os_uri_dates.rs:186,1,1,,,
js_date_to_time_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1533,crates/perry-codegen/src/runtime_decls/strings.rs:1750,crates/perry-codegen/src/expr/os_uri_dates.rs:198,1,1,,,
js_date_to_utc_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1488,crates/perry-codegen/src/runtime_decls/strings.rs:1751,crates/perry-codegen/src/expr/os_uri_dates.rs:204,1,1,,,
js_date_utc,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:797,crates/perry-codegen/src/runtime_decls/strings_part2.rs:21,crates/perry-codegen/src/expr/misc_methods.rs:205,1,1,,,
js_date_value_of,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/date.rs:1223,crates/perry-codegen/src/runtime_decls/strings.rs:1196,crates/perry-codegen/src/expr/misc_methods.rs:711,1,1,,,
js_datefns_add_days,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:44,,1,0,,,
js_datefns_add_months,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:45,,1,0,,,
js_datefns_add_years,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:46,,1,0,,,
js_datefns_difference_in_days,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:47,,1,0,,,
js_datefns_difference_in_hours,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:48,,1,0,,,
js_datefns_difference_in_minutes,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:49,,1,0,,,
js_datefns_end_of_day,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:54,,1,0,,,
js_datefns_format,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:55,,1,0,,,
js_datefns_is_after,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:56,,1,0,,,
js_datefns_is_before,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:57,,1,0,,,
js_datefns_parse_iso,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:58,,1,0,,,
js_datefns_start_of_day,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:59,,1,0,,,
js_dayjs_add,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:60,,1,0,,,
js_dayjs_date,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:61,,1,0,,,
js_dayjs_day,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:62,,1,0,,,
js_dayjs_diff,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:63,,1,0,,,
js_dayjs_end_of,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:64,,1,0,,,
js_dayjs_factory,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:65,,1,0,,,
js_dayjs_format,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:66,,1,0,,,
js_dayjs_from_timestamp,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:67,,1,0,,,
js_dayjs_hour,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:68,,1,0,,,
js_dayjs_is_after,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:69,,1,0,,,
js_dayjs_is_before,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:70,,1,0,,,
js_dayjs_is_same,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:71,,1,0,,,
js_dayjs_is_valid,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:72,,1,0,,,
js_dayjs_millisecond,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:73,,1,0,,,
js_dayjs_minute,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:74,,1,0,,,
js_dayjs_month,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:75,,1,0,,,
